date_excel,month,year,day,date,vaccination,dose1,dose2,dose1_cum,dose2_cum,vaccination_cum,population,immune_infect,immune_vac,immune
44494,10,2021,25,2021-10-25,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44495,10,2021,26,2021-10-26,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44496,10,2021,27,2021-10-27,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44497,10,2021,28,2021-10-28,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44498,10,2021,29,2021-10-29,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44499,10,2021,30,2021-10-30,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44500,10,2021,31,2021-10-31,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44501,11,2021,1,2021-11-1,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44502,11,2021,2,2021-11-2,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44503,11,2021,3,2021-11-3,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44504,11,2021,4,2021-11-4,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44505,11,2021,5,2021-11-5,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44506,11,2021,6,2021-11-6,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44507,11,2021,7,2021-11-7,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44508,11,2021,8,2021-11-8,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44509,11,2021,9,2021-11-9,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44510,11,2021,10,2021-11-10,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44511,11,2021,11,2021-11-11,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44512,11,2021,12,2021-11-12,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44513,11,2021,13,2021-11-13,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44514,11,2021,14,2021-11-14,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44515,11,2021,15,2021-11-15,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44516,11,2021,16,2021-11-16,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44517,11,2021,17,2021-11-17,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44518,11,2021,18,2021-11-18,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44519,11,2021,19,2021-11-19,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44520,11,2021,20,2021-11-20,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44521,11,2021,21,2021-11-21,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44522,11,2021,22,2021-11-22,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44523,11,2021,23,2021-11-23,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44524,11,2021,24,2021-11-24,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44525,11,2021,25,2021-11-25,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44526,11,2021,26,2021-11-26,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44527,11,2021,27,2021-11-27,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44528,11,2021,28,2021-11-28,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44529,11,2021,29,2021-11-29,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44530,11,2021,30,2021-11-30,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44531,12,2021,1,2021-12-1,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44532,12,2021,2,2021-12-2,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44533,12,2021,3,2021-12-3,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44534,12,2021,4,2021-12-4,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44535,12,2021,5,2021-12-5,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44536,12,2021,6,2021-12-6,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44537,12,2021,7,2021-12-7,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44538,12,2021,8,2021-12-8,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44539,12,2021,9,2021-12-9,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44540,12,2021,10,2021-12-10,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44541,12,2021,11,2021-12-11,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44542,12,2021,12,2021-12-12,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44543,12,2021,13,2021-12-13,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44544,12,2021,14,2021-12-14,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44545,12,2021,15,2021-12-15,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44546,12,2021,16,2021-12-16,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44547,12,2021,17,2021-12-17,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44548,12,2021,18,2021-12-18,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44549,12,2021,19,2021-12-19,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44550,12,2021,20,2021-12-20,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44551,12,2021,21,2021-12-21,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44552,12,2021,22,2021-12-22,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44553,12,2021,23,2021-12-23,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44554,12,2021,24,2021-12-24,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44555,12,2021,25,2021-12-25,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44556,12,2021,26,2021-12-26,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44557,12,2021,27,2021-12-27,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44558,12,2021,28,2021-12-28,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44559,12,2021,29,2021-12-29,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44560,12,2021,30,2021-12-30,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
44561,12,2021,31,2021-12-31,,,,1401524,77602,1401460,83166711,2000958,77602,2007422
